gene_ids,feature_is_filtered,feature_name,feature_reference,feature_biotype,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts
ENSG00000002726,False,AOC1,NCBITaxon:9606,gene,233,0.0035709694,99.66718564755959,250.0
ENSG00000002745,False,WNT16,NCBITaxon:9606,gene,56,0.0008284649,99.920010284392,58.0
ENSG00000002746,False,HECW1,NCBITaxon:9606,gene,15885,0.28930566,77.31006013512548,20254.0
ENSG00000002822,False,MAD1L1,NCBITaxon:9606,gene,22385,0.4726535,68.0255395734834,33090.0
ENSG00000002834,False,LASP1,NCBITaxon:9606,gene,19398,0.3831793,72.29213386850262,26826.0
ENSG00000002919,False,SNX11,NCBITaxon:9606,gene,3866,0.059949435,94.47785284749104,4197.0
ENSG00000002933,False,TMEM176A,NCBITaxon:9606,gene,2888,0.04497993,95.87481609507348,3149.0
ENSG00000003056,False,M6PR,NCBITaxon:9606,gene,12210,0.21045865,82.55938522190004,14734.0
ENSG00000003096,False,KLHL13,NCBITaxon:9606,gene,9035,0.2661658,87.09451641931751,18634.0
ENSG00000003137,False,CYP26B1,NCBITaxon:9606,gene,613,0.00935594,99.12439829164822,655.0
ENSG00000003147,False,ICA1,NCBITaxon:9606,gene,4787,0.07559028,93.16230770329528,5292.0
ENSG00000003249,False,DBNDD1,NCBITaxon:9606,gene,3208,0.04990787,95.41773200588496,3494.0
ENSG00000003393,False,ALS2,NCBITaxon:9606,gene,22166,0.47566742,68.3383564970218,33301.0
ENSG00000003400,False,CASP10,NCBITaxon:9606,gene,1581,0.025796684,97.74171892185291,1806.0
ENSG00000003402,False,CFLAR,NCBITaxon:9606,gene,36931,1.0043851,47.248210944307154,70316.0
ENSG00000003436,False,TFPI,NCBITaxon:9606,gene,412,0.006670571,99.41150423516977,467.0
ENSG00000003509,False,NDUFAF7,NCBITaxon:9606,gene,10308,0.17957692,85.2761787770144,12572.0
ENSG00000003756,False,RBM5,NCBITaxon:9606,gene,40845,1.1197418,41.65750117841992,78392.0
ENSG00000003987,False,MTMR7,NCBITaxon:9606,gene,5049,0.08143239,92.78807010527218,5701.0
ENSG00000003989,False,SLC7A2,NCBITaxon:9606,gene,45245,2.1369824,35.372594952077584,149608.0
ENSG00000004059,False,ARF5,NCBITaxon:9606,gene,3146,0.047022525,95.50629204816524,3292.0
ENSG00000004139,False,SARM1,NCBITaxon:9606,gene,17745,0.33264294,74.65325886671714,23288.0
ENSG00000004142,False,POLDIP2,NCBITaxon:9606,gene,8123,0.1301547,88.39720607350483,9112.0
ENSG00000004399,False,PLXND1,NCBITaxon:9606,gene,12100,0.21495807,82.7165078775586,15049.0
ENSG00000004455,False,AK2,NCBITaxon:9606,gene,15210,0.2725364,78.27422188575754,19080.0
ENSG00000004468,False,CD38,NCBITaxon:9606,gene,18743,0.5195903,73.2277278635604,36376.0
ENSG00000004478,False,FKBP4,NCBITaxon:9606,gene,8269,0.14048193,88.18866145781257,9835.0
ENSG00000004487,False,KDM1A,NCBITaxon:9606,gene,25425,0.56716996,63.683240726192345,39707.0
ENSG00000004534,False,RBM6,NCBITaxon:9606,gene,61148,3.3727663,12.656944107186218,236124.0
ENSG00000004660,False,CAMKK1,NCBITaxon:9606,gene,12992,0.2481538,81.44238597894557,17373.0
ENSG00000004700,False,RECQL,NCBITaxon:9606,gene,6371,0.109971575,90.89974146181206,7699.0
ENSG00000004766,False,VPS50,NCBITaxon:9606,gene,32038,0.89929867,54.23731234555558,62959.0
ENSG00000004776,False,HSPB6,NCBITaxon:9606,gene,873,0.013355426,98.75301746918254,935.0
ENSG00000004777,False,ARHGAP33,NCBITaxon:9606,gene,6240,0.096659005,91.08686026082361,6767.0
ENSG00000004779,False,NDUFAB1,NCBITaxon:9606,gene,8854,0.14518133,87.35305460726478,10164.0
ENSG00000004799,False,PDK4,NCBITaxon:9606,gene,33472,1.4604837,52.18900427087946,102247.0
ENSG00000004809,False,SLC22A16,NCBITaxon:9606,gene,536,0.007798997,99.23438415060922,546.0
ENSG00000004838,False,ZMYND10,NCBITaxon:9606,gene,910,0.013712523,98.70016712137011,960.0
ENSG00000004846,False,ABCB5,NCBITaxon:9606,gene,646,0.009698753,99.07726149495065,679.0
ENSG00000004848,False,ARX,NCBITaxon:9606,gene,10196,0.18413347,85.43615820823037,12891.0
ENSG00000004864,False,SLC25A13,NCBITaxon:9606,gene,39624,1.294905,43.401562656229906,90655.0
ENSG00000004866,False,ST7,NCBITaxon:9606,gene,33087,0.9619763,52.73893356568441,67347.0
ENSG00000004897,False,CDC27,NCBITaxon:9606,gene,38580,1.0741476,44.892799497207506,75200.0
ENSG00000004939,False,SLC4A1,NCBITaxon:9606,gene,269,0.004070905,99.6157636875259,285.0
ENSG00000004948,False,CALCR,NCBITaxon:9606,gene,91,0.0012998328,99.87001671213702,91.0
ENSG00000004961,False,HCCS,NCBITaxon:9606,gene,1745,0.026353754,97.50746332614378,1845.0
ENSG00000004975,False,DVL2,NCBITaxon:9606,gene,8267,0.1309546,88.19151823336999,9168.0
ENSG00000005001,False,PRSS22,NCBITaxon:9606,gene,5,7.141939e-05,99.99285806110643,5.0
ENSG00000005007,False,UPF1,NCBITaxon:9606,gene,11051,0.18390493,84.21488665742976,12875.0
ENSG00000005020,False,SKAP2,NCBITaxon:9606,gene,8946,0.21775772,87.22164293162308,15245.0
ENSG00000005022,False,SLC25A5,NCBITaxon:9606,gene,7012,0.11861332,89.98414489565627,8304.0
ENSG00000005059,False,MCUB,NCBITaxon:9606,gene,4508,0.098101676,93.56082789355654,6868.0
ENSG00000005073,False,HOXA11,NCBITaxon:9606,gene,1,1.4283878e-05,99.99857161222128,1.0
ENSG00000005075,False,POLR2J,NCBITaxon:9606,gene,7354,0.12306989,89.49563627533604,8616.0
ENSG00000005100,False,DHX33,NCBITaxon:9606,gene,7400,0.122498535,89.42993043751517,8576.0
ENSG00000005102,False,MEOX1,NCBITaxon:9606,gene,589,0.008984559,99.15867959833736,629.0
ENSG00000005108,False,THSD7A,NCBITaxon:9606,gene,51095,2.716465,27.01652644659972,190177.0
ENSG00000005156,False,LIG3,NCBITaxon:9606,gene,7726,0.12445543,88.96427602165436,8713.0
ENSG00000005175,False,RPAP3,NCBITaxon:9606,gene,14363,0.2724221,79.48406633432845,19072.0
ENSG00000005187,False,ACSM3,NCBITaxon:9606,gene,1641,0.025882386,97.65601565513006,1812.0
ENSG00000005189,False,REXO5,NCBITaxon:9606,gene,3001,0.04999357,95.7134082760788,3500.0
ENSG00000005194,False,CIAPIN1,NCBITaxon:9606,gene,9305,0.15659416,86.7088517190647,10963.0
ENSG00000005206,False,SPPL2B,NCBITaxon:9606,gene,31189,0.6836264,55.4500135696839,47860.0
ENSG00000005238,False,FAM214B,NCBITaxon:9606,gene,11914,0.20264538,82.98218800439943,14187.0
ENSG00000005243,False,COPZ2,NCBITaxon:9606,gene,5890,0.09430216,91.58679598337358,6602.0
ENSG00000005249,False,PRKAR2B,NCBITaxon:9606,gene,13200,0.27906412,81.14528132097301,19537.0
ENSG00000005302,False,MSL3,NCBITaxon:9606,gene,4984,0.07910412,92.8809153108886,5538.0
ENSG00000005339,False,CREBBP,NCBITaxon:9606,gene,54066,2.2588239,22.772786356039944,158138.0
ENSG00000005379,False,TSPOAP1,NCBITaxon:9606,gene,30013,0.6781842,57.129797597451756,47479.0
ENSG00000005381,False,MPO,NCBITaxon:9606,gene,422,0.0062706224,99.39722035738262,439.0
ENSG00000005421,False,PON1,NCBITaxon:9606,gene,3834,0.07143367,94.52356125640989,5001.0
ENSG00000005436,False,GCFC2,NCBITaxon:9606,gene,27530,0.66125786,60.67648445199902,46294.0
ENSG00000005448,False,WDR54,NCBITaxon:9606,gene,622,0.009113114,99.11154280163979,638.0
ENSG00000005469,False,CROT,NCBITaxon:9606,gene,13061,0.26125214,81.34382722221429,18290.0
ENSG00000005471,False,ABCB4,NCBITaxon:9606,gene,232,0.0034566985,99.66861403533831,242.0
ENSG00000005483,False,KMT2E,NCBITaxon:9606,gene,51740,2.051522,26.095216329329084,143625.0
ENSG00000005486,False,RHBDD2,NCBITaxon:9606,gene,12437,0.20870174,82.23514119613192,14611.0
ENSG00000005513,False,SOX8,NCBITaxon:9606,gene,4190,0.0668914,94.01505520718764,4683.0
ENSG00000005700,False,IBTK,NCBITaxon:9606,gene,33817,0.8957134,51.69621048722307,62708.0
ENSG00000005801,False,ZNF195,NCBITaxon:9606,gene,14198,0.26095217,79.71975031781628,18269.0
ENSG00000005810,False,MYCBP2,NCBITaxon:9606,gene,55426,2.5114057,20.830178976988677,175821.0
ENSG00000005812,False,FBXL3,NCBITaxon:9606,gene,21614,0.443443,69.12682655087204,31045.0
ENSG00000005844,False,ITGAL,NCBITaxon:9606,gene,658,0.00961305,99.06012084160608,673.0
ENSG00000005882,False,PDK2,NCBITaxon:9606,gene,11739,0.19841735,83.2321558656744,13891.0
ENSG00000005884,False,ITGA3,NCBITaxon:9606,gene,10441,0.2010313,85.0862032024454,14074.0
ENSG00000005889,False,ZFX,NCBITaxon:9606,gene,28186,0.71827906,59.73946206916254,50286.0
ENSG00000005893,False,LAMP2,NCBITaxon:9606,gene,34874,0.9223957,50.186404605122206,64576.0
ENSG00000005961,False,ITGA2B,NCBITaxon:9606,gene,2464,0.03886643,96.4804525132483,2721.0
ENSG00000005981,False,ASB4,NCBITaxon:9606,gene,3063,0.068405494,95.6248482337985,4789.0
ENSG00000006007,False,GDE1,NCBITaxon:9606,gene,5524,0.0906312,92.10958591038295,6345.0
ENSG00000006015,False,REX1BD,NCBITaxon:9606,gene,9216,0.14992358,86.83597823137026,10496.0
ENSG00000006016,False,CRLF1,NCBITaxon:9606,gene,8245,0.17396335,88.22294276450171,12179.0
ENSG00000006025,False,OSBPL7,NCBITaxon:9606,gene,6788,0.107143365,90.30410375808825,7501.0
ENSG00000006042,False,TMEM98,NCBITaxon:9606,gene,3189,0.05149338,95.44487137368053,3605.0
ENSG00000006047,False,YBX2,NCBITaxon:9606,gene,723,0.010655773,98.96727563598967,746.0
ENSG00000006059,False,KRT33A,NCBITaxon:9606,gene,0,0.0,100.0,0.0
ENSG00000006062,False,MAP3K14,NCBITaxon:9606,gene,25577,0.70369524,63.4661257838278,49265.0
ENSG00000006071,False,ABCC8,NCBITaxon:9606,gene,16952,0.36259624,75.78597037523747,25385.0
ENSG00000006116,False,CACNG3,NCBITaxon:9606,gene,5622,0.087174505,91.96960390806896,6103.0
ENSG00000006118,False,TMEM132A,NCBITaxon:9606,gene,25554,0.5270751,63.49897870273822,36900.0
ENSG00000006125,False,AP2B1,NCBITaxon:9606,gene,40609,1.1441243,41.99460069419646,80099.0
ENSG00000006128,False,TAC1,NCBITaxon:9606,gene,383,0.005613564,99.45292748075248,393.0
ENSG00000006194,False,ZNF263,NCBITaxon:9606,gene,8723,0.14926653,87.54017340627634,10450.0
ENSG00000006210,False,CX3CL1,NCBITaxon:9606,gene,3995,0.07019097,94.29359082403691,4914.0
ENSG00000006282,False,SPATA20,NCBITaxon:9606,gene,8277,0.1308546,88.17723435558285,9161.0
ENSG00000006283,False,CACNA1G,NCBITaxon:9606,gene,937,0.013612536,98.66160065134483,953.0
ENSG00000006327,False,TNFRSF12A,NCBITaxon:9606,gene,882,0.014569555,98.7401619791741,1020.0
ENSG00000006377,False,DLX6,NCBITaxon:9606,gene,105,0.001514091,99.85001928323501,106.0
ENSG00000006432,False,MAP3K9,NCBITaxon:9606,gene,8278,0.15260895,88.17580596780414,10684.0
ENSG00000006451,False,RALA,NCBITaxon:9606,gene,17688,0.41114715,74.73467697010385,28784.0
ENSG00000006453,False,BAIAP2L1,NCBITaxon:9606,gene,1132,0.016854975,98.38306503449556,1180.0
ENSG00000006459,False,KDM7A,NCBITaxon:9606,gene,20160,0.46014082,71.20370238112243,32214.0
ENSG00000006468,False,ETV1,NCBITaxon:9606,gene,31530,1.0500935,54.962933337142374,73516.0
ENSG00000006530,False,AGK,NCBITaxon:9606,gene,21335,0.4791384,69.52534674113329,33544.0
ENSG00000006534,False,ALDH3B1,NCBITaxon:9606,gene,1658,0.025325315,97.63173306289191,1773.0
ENSG00000006555,False,TTC22,NCBITaxon:9606,gene,572,0.011055721,99.1829621905755,774.0
ENSG00000006576,False,PHTF2,NCBITaxon:9606,gene,23523,0.550115,66.4000342813067,38513.0
ENSG00000006606,False,CCL26,NCBITaxon:9606,gene,81,0.0011569941,99.88430058992415,81.0
ENSG00000006607,False,FARP2,NCBITaxon:9606,gene,25320,0.5753832,63.83322144295733,40282.0
ENSG00000006611,False,USH1C,NCBITaxon:9606,gene,5925,0.14669542,91.53680241111857,10270.0
ENSG00000006625,False,GGCT,NCBITaxon:9606,gene,7272,0.12162722,89.61276407319059,8515.0
ENSG00000006634,False,DBF4,NCBITaxon:9606,gene,4597,0.082018025,93.43370138125098,5742.0
ENSG00000006638,False,TBXA2R,NCBITaxon:9606,gene,356,0.0052707507,99.49149395077775,369.0
ENSG00000006652,False,IFRD1,NCBITaxon:9606,gene,35014,1.0810182,49.986430316102215,75681.0
ENSG00000006659,False,LGALS14,NCBITaxon:9606,gene,2,2.8567756e-05,99.99714322444258,2.0
ENSG00000006695,False,COX10,NCBITaxon:9606,gene,21203,0.48655173,69.71389392792355,34063.0
ENSG00000006704,False,GTF2IRD1,NCBITaxon:9606,gene,40073,1.220186,42.76021654358725,85424.0
ENSG00000006712,False,PAF1,NCBITaxon:9606,gene,3625,0.055421446,94.82209430216115,3880.0
ENSG00000006715,False,VPS41,NCBITaxon:9606,gene,41111,1.2674513,41.277550029281954,88733.0
ENSG00000006740,False,ARHGAP44,NCBITaxon:9606,gene,20176,0.4755817,71.180848176663,33295.0
ENSG00000006744,False,ELAC2,NCBITaxon:9606,gene,7653,0.12384122,89.0685483295005,8670.0
ENSG00000006747,False,SCIN,NCBITaxon:9606,gene,437,0.006427745,99.37579454070192,450.0
ENSG00000006756,False,ARSD,NCBITaxon:9606,gene,9146,0.15619421,86.93596537588024,10935.0
ENSG00000006757,False,PNPLA4,NCBITaxon:9606,gene,3813,0.06322044,94.5535573997629,4426.0
ENSG00000006788,False,MYH13,NCBITaxon:9606,gene,477,0.0068419776,99.31865902955334,479.0
ENSG00000006831,False,ADIPOR2,NCBITaxon:9606,gene,27013,0.6857404,61.41496093359425,48008.0
ENSG00000006837,False,CDKL3,NCBITaxon:9606,gene,35836,1.009913,48.81229556199918,70703.0
ENSG00000007001,False,UPP2,NCBITaxon:9606,gene,35657,1.514091,49.067976974389005,106000.0
ENSG00000007038,False,PRSS21,NCBITaxon:9606,gene,43,0.0006427745,99.93857932551529,45.0
ENSG00000007047,False,MARK4,NCBITaxon:9606,gene,31525,0.77135795,54.97007527603594,54002.0
ENSG00000007062,False,PROM1,NCBITaxon:9606,gene,759,0.013369709,98.91585367595594,936.0
ENSG00000007080,False,CCDC124,NCBITaxon:9606,gene,4354,0.067091376,93.78079961147853,4697.0
ENSG00000007129,False,CEACAM21,NCBITaxon:9606,gene,54,0.0007713294,99.92286705994944,54.0
ENSG00000007168,False,PAFAH1B1,NCBITaxon:9606,gene,55266,2.2635233,21.058721021582937,158467.0
ENSG00000007171,False,NOS2,NCBITaxon:9606,gene,722,0.011484237,98.96870402376837,804.0
ENSG00000007174,False,DNAH9,NCBITaxon:9606,gene,13771,0.30133268,80.32967189932722,21096.0
ENSG00000007202,False,KIAA0100,NCBITaxon:9606,gene,17353,0.3223157,75.2131868759731,22565.0
ENSG00000007216,False,SLC13A2,NCBITaxon:9606,gene,81,0.0011569941,99.88430058992415,81.0
ENSG00000007237,False,GAS7,NCBITaxon:9606,gene,12680,0.23422703,81.88804296590439,16398.0
ENSG00000007255,False,TRAPPC6A,NCBITaxon:9606,gene,5334,0.084660545,92.38097958833865,5927.0
ENSG00000007264,False,MATK,NCBITaxon:9606,gene,1703,0.024982503,97.56745561284977,1749.0
ENSG00000007306,False,CEACAM7,NCBITaxon:9606,gene,62,0.0008856004,99.91143995771972,62.0
ENSG00000007312,False,CD79B,NCBITaxon:9606,gene,26,0.0003999486,99.96286191775343,28.0
ENSG00000007314,False,SCN4A,NCBITaxon:9606,gene,146,0.0021568656,99.79145538430774,151.0
ENSG00000007341,False,ST7L,NCBITaxon:9606,gene,35229,0.98765874,49.67932694367867,69145.0
ENSG00000007350,False,TKTL1,NCBITaxon:9606,gene,393,0.00585639,99.43864360296534,410.0
ENSG00000007372,False,PAX6,NCBITaxon:9606,gene,39866,1.1531518,43.055892813781085,80731.0
ENSG00000007376,False,RPUSD1,NCBITaxon:9606,gene,1809,0.026839407,97.41604650830608,1879.0
ENSG00000007384,False,RHBDF1,NCBITaxon:9606,gene,5358,0.08428916,92.3466982816495,5901.0
ENSG00000007392,False,LUC7L,NCBITaxon:9606,gene,40614,1.0649631,41.98745875530289,74557.0
ENSG00000007402,False,CACNA2D2,NCBITaxon:9606,gene,3622,0.057949692,94.8263794654973,4057.0
ENSG00000007516,False,BAIAP3,NCBITaxon:9606,gene,13088,0.2528389,81.305260752189,17701.0
ENSG00000007520,False,TSR3,NCBITaxon:9606,gene,2589,0.039137825,96.30190404090902,2740.0
ENSG00000007541,False,PIGQ,NCBITaxon:9606,gene,12883,0.21277264,81.5980802468254,14896.0
ENSG00000007545,False,CRAMP1,NCBITaxon:9606,gene,25222,0.5263323,63.973203445271324,36848.0
ENSG00000007866,False,TEAD3,NCBITaxon:9606,gene,10797,0.18823294,84.57769715322317,13178.0
ENSG00000007908,False,SELE,NCBITaxon:9606,gene,203,0.003171021,99.71003728092103,222.0
ENSG00000007923,False,DNAJC11,NCBITaxon:9606,gene,19232,0.37198076,72.52924623976918,26042.0
ENSG00000007933,False,FMO3,NCBITaxon:9606,gene,92,0.0014426716,99.8685883243583,101.0
ENSG00000007944,False,MYLIP,NCBITaxon:9606,gene,3076,0.050922025,95.60627919267523,3565.0
ENSG00000007952,False,NOX1,NCBITaxon:9606,gene,313,0.004985073,99.55291462526247,349.0
ENSG00000007968,False,E2F2,NCBITaxon:9606,gene,88,0.0012998328,99.87430187547315,91.0
ENSG00000008018,False,PSMB1,NCBITaxon:9606,gene,14117,0.2470111,79.83544972789213,17293.0
ENSG00000008056,False,SYN1,NCBITaxon:9606,gene,6837,0.10830036,90.23411275693125,7582.0
ENSG00000008083,False,JARID2,NCBITaxon:9606,gene,61648,4.7598453,11.942750217829134,333232.0
ENSG00000008086,False,CDKL5,NCBITaxon:9606,gene,35454,1.0274822,49.357939693467976,71933.0
ENSG00000008118,False,CAMK1G,NCBITaxon:9606,gene,1212,0.017769145,98.26879401219844,1244.0
ENSG00000008128,False,CDK11A,NCBITaxon:9606,gene,11327,0.18820438,83.82065163050466,13176.0
ENSG00000008130,False,NADK,NCBITaxon:9606,gene,14557,0.26432315,79.20695910525791,18505.0
ENSG00000008196,False,TFAP2B,NCBITaxon:9606,gene,4,5.7135512e-05,99.99428644888513,4.0
ENSG00000008197,False,TFAP2D,NCBITaxon:9606,gene,30,0.00042851633,99.95714836663858,30.0
ENSG00000008226,False,DLEC1,NCBITaxon:9606,gene,6870,0.11874188,90.18697596023368,8313.0
ENSG00000008256,False,CYTH3,NCBITaxon:9606,gene,17930,0.41067576,74.38900712765502,28751.0
ENSG00000008277,False,ADAM22,NCBITaxon:9606,gene,26761,0.70766616,61.77491465383022,49543.0
ENSG00000008282,False,SYPL1,NCBITaxon:9606,gene,11625,0.21105857,83.39499207244782,14776.0
ENSG00000008283,False,CYB561,NCBITaxon:9606,gene,3547,0.054592982,94.93350854890086,3822.0
ENSG00000008294,False,SPAG9,NCBITaxon:9606,gene,58549,3.0051994,16.36932394406434,210391.0
ENSG00000008300,False,CELSR3,NCBITaxon:9606,gene,2520,0.03745233,96.4004627976403,2622.0
ENSG00000008311,False,AASS,NCBITaxon:9606,gene,47166,1.8093388,32.62866202916768,126670.0
ENSG00000008323,False,PLEKHG6,NCBITaxon:9606,gene,330,0.004913654,99.52863203302432,344.0
ENSG00000008324,False,SS18L2,NCBITaxon:9606,gene,5785,0.0941736,91.73677670013856,6593.0
ENSG00000008382,False,MPND,NCBITaxon:9606,gene,1771,0.026210915,97.47032524389722,1835.0
ENSG00000008394,False,MGST1,NCBITaxon:9606,gene,57702,4.092474,17.579168392635236,286510.0
ENSG00000008405,False,CRY1,NCBITaxon:9606,gene,16729,0.39946294,76.10450084989073,27966.0
ENSG00000008438,False,PGLYRP1,NCBITaxon:9606,gene,417,0.0060992157,99.40436229627619,427.0
ENSG00000008441,False,NFIX,NCBITaxon:9606,gene,46926,1.5412875,32.97147509605908,107904.0
ENSG00000008513,False,ST3GAL1,NCBITaxon:9606,gene,32945,0.95494866,52.94176463026182,66855.0
ENSG00000008516,False,MMP25,NCBITaxon:9606,gene,350,0.0050707767,99.50006427745004,355.0
ENSG00000008517,False,IL32,NCBITaxon:9606,gene,75,0.0011284263,99.89287091659644,79.0
ENSG00000008710,False,PKD1,NCBITaxon:9606,gene,38621,0.964776,44.83423559828022,67543.0
ENSG00000008735,False,MAPK8IP2,NCBITaxon:9606,gene,7849,0.12474111,88.78858432487252,8733.0
ENSG00000008838,False,MED24,NCBITaxon:9606,gene,16122,0.28901997,76.97153223157022,20234.0
ENSG00000008853,False,RHOBTB2,NCBITaxon:9606,gene,13695,0.24725392,80.4382293705095,17310.0
ENSG00000008869,False,HEATR5B,NCBITaxon:9606,gene,27930,0.65648705,60.105129340513365,45960.0
ENSG00000008952,False,SEC62,NCBITaxon:9606,gene,32210,0.7936408,53.99162964761673,55562.0
ENSG00000008988,False,RPS20,NCBITaxon:9606,gene,15063,0.27390763,78.48419488922853,19176.0
ENSG00000009307,False,CSDE1,NCBITaxon:9606,gene,29642,0.6778271,57.659729463354715,47454.0
ENSG00000009335,False,UBE3C,NCBITaxon:9606,gene,44749,1.4229599,36.081075290319816,99620.0
ENSG00000009413,False,REV3L,NCBITaxon:9606,gene,64617,6.708637,7.701866902826781,469665.0
ENSG00000009694,False,TENM1,NCBITaxon:9606,gene,7144,0.15567999,89.795597708866,10899.0
ENSG00000009709,False,PAX7,NCBITaxon:9606,gene,274,0.003928066,99.60862174863232,275.0
ENSG00000009724,False,MASP2,NCBITaxon:9606,gene,695,0.010155837,99.00727049379365,711.0
ENSG00000009765,False,IYD,NCBITaxon:9606,gene,134,0.0019711752,99.8085960376523,138.0
ENSG00000009780,False,FAM76A,NCBITaxon:9606,gene,9675,0.16673571,86.18034824094045,11673.0
ENSG00000009790,False,TRAF3IP3,NCBITaxon:9606,gene,627,0.00968447,99.10440086274622,678.0
ENSG00000009830,False,POMT2,NCBITaxon:9606,gene,17167,0.3267437,75.47886700281393,22875.0
ENSG00000009844,False,VTA1,NCBITaxon:9606,gene,17729,0.38896427,74.67611307117656,27231.0
ENSG00000009950,False,MLXIPL,NCBITaxon:9606,gene,2868,0.042808782,95.90338385064777,2997.0
ENSG00000009954,False,BAZ1B,NCBITaxon:9606,gene,32934,0.7947407,52.95747689582768,55639.0
ENSG00000010017,False,RANBP9,NCBITaxon:9606,gene,40880,1.3801225,41.607507606164916,96621.0
ENSG00000010030,False,ETV7,NCBITaxon:9606,gene,311,0.0048850863,99.55577140081989,342.0
ENSG00000010072,False,SPRTN,NCBITaxon:9606,gene,4279,0.06914825,93.88792869488208,4841.0
ENSG00000010165,False,EEF1AKNMT,NCBITaxon:9606,gene,3732,0.05774972,94.66925680983873,4043.0
ENSG00000010219,False,DYRK4,NCBITaxon:9606,gene,7616,0.12458398,89.12139867731291,8722.0
ENSG00000010244,False,ZNF207,NCBITaxon:9606,gene,43849,1.3357426,37.366624291162566,93514.0
ENSG00000010256,False,UQCRC1,NCBITaxon:9606,gene,12210,0.20514505,82.55938522190004,14362.0
ENSG00000010270,False,STARD3NL,NCBITaxon:9606,gene,13760,0.2636804,80.34538416489309,18460.0
ENSG00000010278,False,CD9,NCBITaxon:9606,gene,7617,0.14131041,89.1199702895342,9893.0
ENSG00000010282,False,HHATL,NCBITaxon:9606,gene,29664,0.7383051,57.628304932222996,51688.0
ENSG00000010292,False,NCAPD2,NCBITaxon:9606,gene,9247,0.15995087,86.79169821023012,11198.0
ENSG00000010295,False,IFFO1,NCBITaxon:9606,gene,12960,0.22524247,81.48809438786442,15769.0
ENSG00000010310,False,GIPR,NCBITaxon:9606,gene,291,0.0042994474,99.58433915639418,301.0
ENSG00000010318,False,PHF7,NCBITaxon:9606,gene,10811,0.19157536,84.55769972432115,13412.0
ENSG00000010319,False,SEMA3G,NCBITaxon:9606,gene,29,0.00042851633,99.9585767544173,30.0
ENSG00000010322,False,NISCH,NCBITaxon:9606,gene,23946,0.47111085,65.79582625091061,32982.0
ENSG00000010327,False,STAB1,NCBITaxon:9606,gene,408,0.006084932,99.41721778628462,426.0
ENSG00000010361,False,FUZ,NCBITaxon:9606,gene,4264,0.0647631,93.90935451156281,4534.0
ENSG00000010379,False,SLC6A13,NCBITaxon:9606,gene,2217,0.03518119,96.83326429459069,2463.0
ENSG00000010404,False,IDS,NCBITaxon:9606,gene,32845,0.7547744,53.08460340813323,52841.0
ENSG00000010438,False,PRSS3,NCBITaxon:9606,gene,1402,0.021554371,97.99740033424274,1509.0
